size_bytes,size_kb,size_mb,elements,cycles_per_iteration
354304,346,0.337891,88576,16.2007
355328,347,0.338867,88832,16.4285
356352,348,0.339844,89088,16.4247
357376,349,0.34082,89344,16.5721
358400,350,0.341797,89600,16.4854
359424,351,0.342773,89856,16.3633
360448,352,0.34375,90112,16.47
361472,353,0.344727,90368,16.4576
362496,354,0.345703,90624,16.6242
363520,355,0.34668,90880,16.8054
364544,356,0.347656,91136,16.6426
365568,357,0.348633,91392,16.6073
366592,358,0.349609,91648,17.2304
367616,359,0.350586,91904,22.599
368640,360,0.351562,92160,16.7017
369664,361,0.352539,92416,16.6433
370688,362,0.353516,92672,16.5403
371712,363,0.354492,92928,16.6965
372736,364,0.355469,93184,16.5366
373760,365,0.356445,93440,16.5718
374784,366,0.357422,93696,16.6844
375808,367,0.358398,93952,16.5882
376832,368,0.359375,94208,16.7161
377856,369,0.360352,94464,17.3299
378880,370,0.361328,94720,16.7011
379904,371,0.362305,94976,16.6094
380928,372,0.363281,95232,16.6045
381952,373,0.364258,95488,16.3542
382976,374,0.365234,95744,19.0865
384000,375,0.366211,96000,16.5814
385024,376,0.367188,96256,16.511
386048,377,0.368164,96512,16.4912
387072,378,0.369141,96768,16.7853
388096,379,0.370117,97024,16.4476
389120,380,0.371094,97280,16.4472
390144,381,0.37207,97536,16.5077
391168,382,0.373047,97792,16.2877
392192,383,0.374023,98048,17.1653
393216,384,0.375,98304,16.5182
394240,385,0.375977,98560,16.8545
395264,386,0.376953,98816,16.5319
396288,387,0.37793,99072,22.1827
397312,388,0.378906,99328,16.6267
398336,389,0.379883,99584,16.5343
399360,390,0.380859,99840,16.3524
400384,391,0.381836,100096,16.2285
401408,392,0.382812,100352,16.3311
402432,393,0.383789,100608,16.2421
403456,394,0.384766,100864,16.4588
404480,395,0.385742,101120,16.483
405504,396,0.386719,101376,16.536
406528,397,0.387695,101632,16.5282
407552,398,0.388672,101888,16.3622
408576,399,0.389648,102144,16.4576
409600,400,0.390625,102400,16.4626
410624,401,0.391602,102656,16.4714
411648,402,0.392578,102912,16.2963
412672,403,0.393555,103168,16.463
413696,404,0.394531,103424,16.2447
414720,405,0.395508,103680,16.2532
415744,406,0.396484,103936,16.4717
416768,407,0.397461,104192,16.4494
417792,408,0.398438,104448,16.3609
418816,409,0.399414,104704,16.4572
419840,410,0.400391,104960,16.4568
420864,411,0.401367,105216,16.4049
421888,412,0.402344,105472,16.4601
422912,413,0.40332,105728,16.609
423936,414,0.404297,105984,16.368
