size_bytes,size_kb,size_mb,elements,cycles_per_iteration
710656,694,0.677734,177664,1.50664
711680,695,0.678711,177920,1.50809
712704,696,0.679688,178176,1.53923
713728,697,0.680664,178432,1.50907
714752,698,0.681641,178688,1.50667
715776,699,0.682617,178944,1.50932
716800,700,0.683594,179200,1.50596
717824,701,0.68457,179456,1.50645
718848,702,0.685547,179712,1.50933
719872,703,0.686523,179968,1.52821
720896,704,0.6875,180224,1.53248
721920,705,0.688477,180480,1.51815
722944,706,0.689453,180736,1.50696
723968,707,0.69043,180992,2.06148
724992,708,0.691406,181248,1.50721
726016,709,0.692383,181504,1.50982
727040,710,0.693359,181760,1.5129
728064,711,0.694336,182016,1.51314
729088,712,0.695312,182272,1.51101
730112,713,0.696289,182528,1.50819
731136,714,0.697266,182784,1.52442
732160,715,0.698242,183040,2.24209
733184,716,0.699219,183296,1.51078
734208,717,0.700195,183552,1.50727
735232,718,0.701172,183808,1.51032
736256,719,0.702148,184064,2.19247
737280,720,0.703125,184320,1.50845
738304,721,0.704102,184576,1.53851
739328,722,0.705078,184832,1.51288
740352,723,0.706055,185088,1.52682
741376,724,0.707031,185344,2.22489
742400,725,0.708008,185600,1.51265
743424,726,0.708984,185856,1.51149
744448,727,0.709961,186112,1.51449
745472,728,0.710938,186368,1.54564
746496,729,0.711914,186624,1.51195
747520,730,0.712891,186880,1.62009
748544,731,0.713867,187136,1.52091
749568,732,0.714844,187392,1.52021
750592,733,0.71582,187648,1.53188
751616,734,0.716797,187904,1.51973
752640,735,0.717773,188160,1.53
753664,736,0.71875,188416,1.52564
754688,737,0.719727,188672,1.52722
755712,738,0.720703,188928,1.52902
756736,739,0.72168,189184,1.5349
757760,740,0.722656,189440,1.53419
758784,741,0.723633,189696,1.52396
759808,742,0.724609,189952,1.52236
760832,743,0.725586,190208,1.51714
761856,744,0.726562,190464,1.52052
762880,745,0.727539,190720,1.51397
763904,746,0.728516,190976,1.51645
764928,747,0.729492,191232,1.51172
765952,748,0.730469,191488,1.50947
766976,749,0.731445,191744,1.51239
768000,750,0.732422,192000,1.51418
769024,751,0.733398,192256,1.5115
770048,752,0.734375,192512,1.53316
771072,753,0.735352,192768,1.5086
772096,754,0.736328,193024,1.50994
773120,755,0.737305,193280,2.16713
774144,756,0.738281,193536,1.51394
775168,757,0.739258,193792,1.50772
776192,758,0.740234,194048,1.50751
777216,759,0.741211,194304,1.51061
778240,760,0.742188,194560,1.51459
779264,761,0.743164,194816,1.50929
780288,762,0.744141,195072,1.5126
781312,763,0.745117,195328,1.5148
782336,764,0.746094,195584,1.50688
783360,765,0.74707,195840,1.50777
